TABELA CEST 2018;;;;;;;
CÓDIGO SEGMENTO;DESCRIÇÃO SEGMENTO;ITEM;CEST;NCM;DESCRIÇÃO;INÍCIO VIGÊNCIA;FINAL VIGÊNCIA
17;Produtos alimentícios;542;1705402;19053100;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular";01/07/2017;
17;Produtos alimentícios;560;1705600;19059020;Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”;01/07/2017;
17;Produtos alimentícios;561;1705601;19059020;Biscoitos e bolachas não derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”;01/07/2017;
17;Produtos alimentícios;562;1705602;19059020;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01;01/07/2017;
17;Produtos alimentícios;570;1705700;19053200;“Waffles” e “wafers” - sem cobertura;01/07/2017;
17;Produtos alimentícios;580;1705800;19053200;“Waffles” e “wafers” - com cobertura;01/07/2017;
17;Produtos alimentícios;590;1705900;19054000;Torradas, pão torrado e produtos semelhantes torrados;01/07/2017;
17;Produtos alimentícios;600;1706000;19059010;Outros pães de forma;01/07/2017;
17;Produtos alimentícios;620;1706200;19059090;Outros pães, exceto pão francês de até 200 g;01/07/2017;
17;Produtos alimentícios;621;1706201;19059090;"Outros bolos industrializados e produtos de panificação não especificados anteriormente; exceto casquinhas para sorvete e pães";01/07/2017;
17;Produtos alimentícios;630;1706300;19051000;Pão denominado knackebrot;01/07/2017;
17;Produtos alimentícios;640;1706400;190590;Demais pães industrializados;01/07/2017;
17;Produtos alimentícios;650;1706500;15079011;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;660;1706600;1508;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;670;1706700;1509;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros;01/07/2017;
17;Produtos alimentícios;671;1706701;1509;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros;01/07/2017;
17;Produtos alimentícios;672;1706702;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros;01/07/2017;
17;Produtos alimentícios;680;1706800;15100000;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;690;1706900;15121911;Óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;691;1706901;15122910;Óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;700;1707000;15141;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;710;1707100;15151900;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;720;1707200;15152910;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;730;1707300;15122990;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;740;1707400;15179010;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;01/07/2017;
17;Produtos alimentícios;750;1707500;1518;Outros óleos vegetais comestíveis não especificados anteriormente;01/07/2017;
17;Produtos alimentícios;750;1707500;1511;Outros óleos vegetais comestíveis não especificados anteriormente;01/07/2017;
17;Produtos alimentícios;750;1707500;1513;Outros óleos vegetais comestíveis não especificados anteriormente;01/07/2017;
17;Produtos alimentícios;750;1707500;1514;Outros óleos vegetais comestíveis não especificados anteriormente;01/07/2017;
17;Produtos alimentícios;750;1707500;1515;Outros óleos vegetais comestíveis não especificados anteriormente;01/07/2017;
17;Produtos alimentícios;750;1707500;1516;Outros óleos vegetais comestíveis não especificados anteriormente;01/07/2017;
17;Produtos alimentícios;760;1707600;16010000;"Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela";01/07/2017;
17;Produtos alimentícios;770;1707700;16010000;Salsicha e linguiça, exceto as descritas nos CEST 17.077.01;01/07/2017;
17;Produtos alimentícios;771;1707701;16010000;Salsicha em lata;01/07/2017;
17;Produtos alimentícios;780;1707800;16010000;Mortadela;01/07/2017;
17;Produtos alimentícios;790;1707900;1602;Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07;01/07/2017;
17;Produtos alimentícios;791;1707901;16023100;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus.;01/07/2017;
17;Produtos alimentícios;792;1707902;16023210;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas;01/07/2017;
17;Produtos alimentícios;793;1707903;16023220;Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas;01/07/2017;
17;Produtos alimentícios;794;1707904;16024100;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços;01/07/2017;
17;Produtos alimentícios;795;1707905;16024900;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas;01/07/2017;
17;Produtos alimentícios;796;1707906;16025000;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina, exceto os descritos no CEST 17.079.07;01/07/2017;
17;Produtos alimentícios;797;1707907;16025000;Apresuntado;01/07/2017;
17;Produtos alimentícios;800;1708000;1604;"Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto os descritos nos CEST 17.080.01 e 17.081.00";01/07/2017;
17;Produtos alimentícios;801;1708001;16042010;Outras preparações e conservas de atuns;01/07/2017;
17;Produtos alimentícios;810;1708100;1604;Sardinha em conserva;01/07/2017;
17;Produtos alimentícios;820;1708200;1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas;01/07/2017;
17;Produtos alimentícios;830;1708300;2102000;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação;01/07/2017;
17;Produtos alimentícios;830;1708300;2109900;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação;01/07/2017;
17;Produtos alimentícios;830;1708300;1502;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação;01/07/2017;
17;Produtos alimentícios;840;1708400;201;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;
17;Produtos alimentícios;840;1708400;202;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;
17;Produtos alimentícios;840;1708400;204;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;
17;Produtos alimentícios;840;1708400;206;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;
17;Produtos alimentícios;850;1708500;204;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas;01/07/2017;
17;Produtos alimentícios;860;1708600;15021019;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;
17;Produtos alimentícios;860;1708600;15029000;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;
17;Produtos alimentícios;860;1708600;2109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;
17;Produtos alimentícios;870;1708700;209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;
17;Produtos alimentícios;870;1708700;2109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;
17;Produtos alimentícios;870;1708700;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;
17;Produtos alimentícios;870;1708700;207;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;
17;Produtos alimentícios;871;1708701;206;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;
17;Produtos alimentícios;871;1708701;209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;
17;Produtos alimentícios;871;1708701;2101;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;
17;Produtos alimentícios;871;1708701;2109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;
17;Produtos alimentícios;871;1708701;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;
17;Produtos alimentícios;871;1708701;203;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;
17;Produtos alimentícios;872;1708702;2072;Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;01/07/2017;
17;Produtos alimentícios;872;1708702;2071;Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;01/07/2017;
17;Produtos alimentícios;880;1708800;710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;881;1708801;710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;890;1708900;811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;891;1708901;811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;900;1709000;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;901;1709001;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;910;1709100;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;911;1709101;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;920;1709200;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;921;1709201;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;930;1709300;20060000;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;931;1709301;20060000;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;940;1709400;2007;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;941;1709401;2007;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;01/07/2017;
17;Produtos alimentícios;950;1709500;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;951;1709501;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg;01/07/2017;
17;Produtos alimentícios;960;1709600;901;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05;01/07/2017;
17;Produtos alimentícios;961;1709601;901;Café torrado e moído, em embalagens de conteúdo superior a 2 kg;01/07/2017;
17;Produtos alimentícios;962;1709602;901;Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg;01/07/2017;
17;Produtos alimentícios;963;1709603;901;Café torrado em grão, em embalagens de conteúdo superior a 2 kg;01/07/2017;
17;Produtos alimentícios;964;1709604;901;Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05;01/07/2017;
17;Produtos alimentícios;965;1709605;901;Café descafeinado torrado e moído, em cápsulas;01/07/2017;
17;Produtos alimentícios;970;1709700;902;Chá, mesmo aromatizado;01/07/2017;
17;Produtos alimentícios;970;1709700;12119090;Chá, mesmo aromatizado;01/07/2017;
17;Produtos alimentícios;970;1709700;21069090;Chá, mesmo aromatizado;01/07/2017;
17;Produtos alimentícios;980;1709800;90300;Mate;01/07/2017;
17;Produtos alimentícios;990;1709900;17011;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;990;1709900;17019900;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;991;1709901;17011;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;991;1709901;17019900;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;992;1709902;17011;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;992;1709902;17019900;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1000;1710000;17019100;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1001;1710001;17019100;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1002;1710002;17019100;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1010;1710100;17011;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1010;1710100;17019900;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1011;1710101;17011;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1011;1710101;17019900;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1012;1710102;17011;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1012;1710102;17019900;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1020;1710200;17019100;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1021;1710201;17019100;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1022;1710202;170191;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1030;1710300;17011;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1030;1710300;17019900;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1031;1710301;17011;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1031;1710301;17019900;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1032;1710302;17011;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1032;1710302;17019900;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1040;1710400;17019100;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1041;1710401;17019100;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1042;1710402;17019100;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1050;1710500;1702;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;
17;Produtos alimentícios;1051;1710501;1702;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;
17;Produtos alimentícios;1052;1710502;1702;Outros açúcares, em embalagens de conteúdo superior a 5 kg;01/07/2017;
17;Produtos alimentícios;1060;1710600;20081900;Milho para pipoca (micro-ondas);01/07/2017;
17;Produtos alimentícios;1070;1710700;21011;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01;01/07/2017;
17;Produtos alimentícios;1071;1710701;21011;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas;01/07/2017;
17;Produtos alimentícios;1080;1710800;210120;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01;01/07/2017;
17;Produtos alimentícios;1081;1710801;210120;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas;01/07/2017;
17;Produtos alimentícios;1090;1710900;19019090;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;01/07/2017;
17;Produtos alimentícios;1090;1710900;21011190;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;01/07/2017;
17;Produtos alimentícios;1090;1710900;21011200;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;01/07/2017;
17;Produtos alimentícios;1100;1711000;22021000;Refrescos e outras bebidas prontas para beber, à base de chá e mate;01/07/2017;
17;Produtos alimentícios;1110;1711100;22021000;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00;01/07/2017;
17;Produtos alimentícios;1120;1711200;22029900;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos;01/07/2017;
17;Produtos alimentícios;1130;1711300;210120;Bebidas prontas à base de mate ou chá;01/07/2017;
17;Produtos alimentícios;1130;1711300;22029900;Bebidas prontas à base de mate ou chá;01/07/2017;
17;Produtos alimentícios;1140;1711400;22029900;Bebidas prontas à base de café;01/07/2017;
17;Produtos alimentícios;1150;1711500;22029900;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas;01/07/2017;
19;Produtos de papelaria;10;1900100;32131000;Tinta guache;01/07/2017;
19;Produtos de papelaria;20;1900200;39162000;Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;01/07/2017;
19;Produtos de papelaria;30;1900300;39161000;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;01/07/2017;
19;Produtos de papelaria;30;1900300;391690;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;01/07/2017;
19;Produtos de papelaria;40;1900400;39261000;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos;01/07/2017;
19;Produtos de papelaria;50;1900500;42021;Maletas e pastas para documentos e de estudante, e artefatos semelhantes;01/07/2017;
19;Produtos de papelaria;50;1900500;42029;Maletas e pastas para documentos e de estudante, e artefatos semelhantes;01/07/2017;
19;Produtos de papelaria;51;1900501;42021;Baús, malas e maletas para viagem;01/07/2017;
19;Produtos de papelaria;51;1900501;42029;Baús, malas e maletas para viagem;01/07/2017;
19;Produtos de papelaria;60;1900600;39269090;Prancheta de plástico;01/07/2017;
19;Produtos de papelaria;70;1900700;48022090;Bobina para fax;01/07/2017;
19;Produtos de papelaria;70;1900700;48119090;Bobina para fax;01/07/2017;
19;Produtos de papelaria;80;1900800;4802549;Papel seda;01/07/2017;
19;Produtos de papelaria;90;1900900;48025499;Bobina para máquina de calcular, PDV ou equipamentos similares;01/07/2017;
19;Produtos de papelaria;90;1900900;48025799;Bobina para máquina de calcular, PDV ou equipamentos similares;01/07/2017;
19;Produtos de papelaria;90;1900900;48162000;Bobina para máquina de calcular, PDV ou equipamentos similares;01/07/2017;
19;Produtos de papelaria;100;1901000;4802569;"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";01/07/2017;
19;Produtos de papelaria;100;1901000;4802579;"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";01/07/2017;
19;Produtos de papelaria;100;1901000;4802589;"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";01/07/2017;
19;Produtos de papelaria;110;1901100;48022090;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;
19;Produtos de papelaria;110;1901100;37031010;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;
19;Produtos de papelaria;110;1901100;37031029;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;
19;Produtos de papelaria;110;1901100;37032000;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;
